id,name,organization,latitude‎,longitude‎
7923,Архитектурно-этнографический музей Вологодской области «Семенково»,mincult,59.6269,39.2775
7922,Дом-музей писателя В.А. Закруткина,mincult,47.5797,40.8435
7921,Балезинский районный историко-краеведческий музей,mincult,57.9762,53.0151
7920,Литературный музей,mincult,43.4853,43.6071
7919,Государственный музей истории Санкт-Петербурга,mincult,59.9497,30.3183
7918,Верхоянский районный краеведческий музей «Полюс холода»,mincult,67.5485,133.387
7916,Музей русской песни,mincult,55.0136,82.9418
7915,Усть-Кутский историко-краеведческий музей,mincult,56.7796,105.7489
7914,Краеведческий музей средней школы с. Желанное,mincult,54.1626,72.5783
7913,Культурный центр имени Л.Н. Толстого,mincult,44.1325,43.0439
7912,Литературно-мемориальный музей А. Айдамирова,mincult,43.3562,45.6924
7910,Дом-музей Н.С. Мухина,mincult,56.6301,47.8944
7908,Музей истории купечества,mincult,57.4302,56.9459
7907,Музей «Лавка Чеховых»,mincult,47.216,38.918
7906,Районный детский музей г. Нефтегорск,mincult,52.7953,51.1685
7904,Музей истории Иркутского государственного университета путей сообщения (ИрГУПС),mincult,52.2707,104.2612
7903,Литературный музей А. П. Чехова,mincult,47.2154,38.9214
7902,Мемориальный музей А. С. Попова Санкт-Петербургского государственного электротехнического университета «ЛЭТИ» им. В. И. Ульянова (Ленина),mincult,59.9712,30.32
7900,Музей академика И.М. Виноградова,mincult,56.3485,30.5033
7899,Этнографический музей под открытым небом «Торум Маа»,mincult,60.9979,69.0046
7898,Трубчевский краеведческий музей,mincult,52.5785,33.7656
7896,Буденновский краеведческий музей,mincult,44.7795,44.1647
7892,Музей боевой славы 11-й гвардейской общевойсковой Краснознаменной армии,mincult,54.7245,20.495
7891,Музей-памятник «Спас на Крови»,mincult,59.9393,30.3292
7888,Исторический музей города Тайги,mincult,56.0586,85.6226
7887,Музей истории города Ярославля,mincult,57.627,39.8987
7886,Центральный музей железнодорожного транспорта Российской Федерации,mincult,59.9244,30.3137
7884,Алеутский краеведческий музей,mincult,55.1988,165.9994
7883,Картинная галерея Республики Адыгея,mincult,44.6082,40.1041
7881,Кумухский краеведческий музей,mincult,42.1659,47.1164
7880,Историко-этнографический и архитектурный музей-заповедник «Старая Сарепта»,mincult,48.5124,44.5506
7879,Историко-художественный музей республики Марий Эл,mincult,56.6312,47.8055
7878,Бородинский военно-исторический музей-заповедник,mincult,55.5179,35.8226
7877,Вилючанская художественная галерея,mincult,62.6056,115.6792
7875,Объединенный историко-архитектурный музей-заповедник,mincult,46.3493,48.0412
7874,Ленинск-Кузнецкий краеведческий музей,mincult,54.6674,86.1677
7873,Касимовский музей колоколов,mincult,54.9373,41.3923
7872,Мемориальный дом-музей «Конспиративная квартира» Сухэ-Батора,mincult,50.3535,106.4571
7870,Музей-заповедник «Александровская слобода»,mincult,56.3997,38.7373
7868,Гайнский краеведческий музей им. А.Я. Созонова,mincult,60.2989,54.345
7867,Музейный комплекс «Усадьба Асеевых»,mincult,52.707,41.4782
7865,Галерея «Рахманинов дворик»,mincult,59.9335,30.3219
7864,Районный краеведческий музей в г. Меленки,mincult,55.336,41.6317
7863,Военно-исторический фортификационный музей «Владивостокская крепость»,mincult,43.1225,131.8766
7862,Иркутский областной историко-мемориальный музей декабристов,mincult,52.2876,104.3048
7859,Балашовский краеведческий музей,mincult,51.5562,43.1438
7855,Художественная галерея Смоленского государственного музея-заповедника,mincult,54.7804,32.0461
7854,Учебно-научный музей Дальневосточного федерального университета,mincult,43.1246,131.8882
7853,Тугулымский историко-краеведческий музей,mincult,57.059,64.6406
7852,"Музей «Астрача, 1941»",mincult,59.6231,33.6553
7851,Государственный комплекс «Дворец конгрессов» (Константиновский дворец),mincult,59.8538,30.0586
7850,Музей-усадьба В. И. Сурикова,mincult,56.0132,92.862
7849,Музей-квартира Назиба Жиганова,mincult,55.7992,49.1289
7847,Красноярский государственный художественный музей им. В. И. Сурикова (отдел русского искусства XVIII – нач. XX веков),mincult,56.0114,92.8816
7846,Музей народного творчества и быта с. Зирекле,mincult,55.1759,51.4248
7844,Музей Г. Сокороя,mincult,56.3325,55.662
7843,Галерея «Lazarev Gallery»,mincult,59.9374,30.2858
7842,Выставочный зал «Тульский металл»,mincult,54.2021,37.6282
7841,Музей «Открытое хранение фондов»,mincult,59.9744,42.7305
7840,Музей Салавата Юлаева,mincult,55.1801,58.1576
7839,Музей истории Омского государственного университета им. Ф.М. Достоевского,mincult,55.0367,73.2635
7837,Музей семьи Аксаковых,mincult,54.0952,54.1162
7836,Владимиро-Суздальский музей-заповедник,mincult,56.1309,40.4104
7835,Мемориальный Дом-музей усадьба Н.Е. Жуковского,mincult,56.1571,39.8777
7833,Баягантайский краеведческий музей им. Ф.М. Охлопкова,mincult,62.8117,134.518
7832,Музей истории города Шлиссельбурга,mincult,59.9375,31.0192
7831,Музей социалистического быта,mincult,55.7871,49.1198
7830,Стерлитамакская картинная галерея,mincult,53.6193,55.9072
7828,"Государственный музей истории Санкт-Петербурга, Особняк Румянцева",mincult,59.9325,30.2895
7826,Архитектурно-ландшафтная экспозиция в деревне Малые Корелы,mincult,64.4518,40.933
7825,Галерея «Д137»,mincult,59.9329,30.3525
7823,Удмуртский республиканский музей изобразительных искусств,mincult,56.8611,53.2056
7822,"Государственный Русский музей, Летний сад",mincult,59.9495,30.3483
7818,Санкт-Петербургский музей истории профессионального образования,mincult,59.9213,30.3466
7816,Вернисаж «Арт подвальчик»,mincult,48.4759,135.0625
7814,Угловский муниципальный краеведческий музей,mincult,51.3603,80.1906
7813,Бековский районный краеведческий музей,mincult,52.4589,43.7077
7812,Павловский историко-художественный музей им. Г. Ф. Борунова,mincult,53.3145,82.9879
7810,Музей Р. Гарипова,mincult,55.3957,57.9241
7809,Музей истории Омского государственного технического университета,mincult,55.0273,73.2879
7807,Галерея-мастерская «Граунд Ходынка»,mincult,55.7885,37.4923
7806,Музей судебной медицины Санкт-Петербургской государственной медицинской академии им. И.И. Мечникова,mincult,59.9808,30.4362
7802,Ветлужский краеведческий музей,mincult,57.8493,45.7854
7801,Краеведческий музей Олюторского муниципального района,mincult,60.4279,166.056
7800,Санкт-Петербургский музей кошки,mincult,60.01,30.6652
7798,Музей-усадьба И.Е. Репина «Пенаты»,mincult,60.1558,29.8965
7797,Музей-заповедник А. Н. Островского «Щелыково»,mincult,57.6045,42.1633
7796,Аургазинский историко-краеведческий музей,mincult,54.0134,55.8873
7794,Тымовский краеведческий музей,mincult,50.8471,142.6575
7793,Мемориальный музей-усадьба Н. А. Римского-Корсакова,mincult,58.3982,29.6038
7791,Музей истории парламентаризма в России,mincult,59.9477,30.376
7788,Иловлинский музей культуры и быта,mincult,49.3013,43.9828
7786,Усть-Цилемский историко-мемориальный музей А. В. Журавского,mincult,65.4434,52.1507
7785,Краеведческий музей им. Хусейна Исаева,mincult,42.7277,45.5761
7784,Музей-квартира А. Т. Твардовского,mincult,54.7743,32.0631
7783,Сусанинский краеведческий музей,mincult,58.1445,41.5848
7782,Районный историко-краеведческий музей им. В. М. Комарова,mincult,52.0138,80.3636
7781,Дом-музей Петра I,mincult,59.2099,39.9083
7780,Таганрогский историко-краеведческий музей,mincult,47.2135,38.9283
7777,Дом-музей И. И. Голикова,mincult,56.8029,41.8531
7776,Музей боевой славы Иркутского военного авиационного инженерного института,mincult,52.2777,104.3382
7775,Галерея и выставочный павильон Государственного Карачаево-Черкесского историко-культурного и природного музея-заповедника,mincult,44.2263,42.049
7774,Дом-музей П. А. Красикова,mincult,56.0125,92.8479
7772,Историко-мемориальный музейный комплекс-филиал в селе Кочетово,mincult,51.3449,94.0629
7770,Верхнепышминский исторический музей,mincult,56.9777,60.5695
7769,Музей средней школы с. Украинка,mincult,54.6548,71.3321
7768,"Музей истории ст. Екатериноградской им. Пушкина, колхоза им. Петровых",mincult,43.8456,44.041
7767,Музей современного искусства PERMM,mincult,58.0126,56.2787
7766,Елагиноостровский дворец-музей русского декоративно-прикладного искусства и интерьера,mincult,59.9793,30.27
7765,Краснодарский государственный историко-археологический музей-заповедник им. Е. Д. Фелицына,mincult,45.0253,38.9718
7763,Музей-заповедник «Пустозерск»,mincult,67.6413,53.0071
7762,Музей археологии и этнологии,mincult,43.1148,131.9128
7761,Музей боевой славы войск и сил на северо-востоке РФ,mincult,53.0056,158.659
7760,Саратовский государственный музей боевой славы,mincult,51.542,46.0634
7759,Искитимский городской историко-художественный музей,mincult,54.6368,83.3071
7758,Чайковский краеведческий музей,mincult,56.7756,54.1432
7754,Музей авиации,mincult,55.4612,65.412
7753,Плесский государственный историко-архитектурный и художественный музей-заповедник,mincult,57.4586,41.5154
7751,Мемориальный музей адмирала П.С. Нахимова,mincult,55.4043,33.8858
7750,Музейный центр Андрея Тарковского,mincult,57.3172,43.1092
7749,Музейный этнокомплекс «Красный луг»,mincult,56.0303,35.9679
7748,"Екатеринбургский музей изобразительных искусств (Воеводина, 5)",mincult,56.8352,60.6035
7747,Музей истории Санкт-Петербургского государственного архитектурно-строительного университета,mincult,59.9152,30.3152
7744,Мокроусовский историко-революционный музей,mincult,55.8088,66.7698
7743,Калининский краеведческий музей,mincult,56.8281,70.8293
7741,Мемориальный музей-усадьба академика И. П. Павлова,mincult,54.6318,39.7271
7738,Музей хрусталя им. Мальцовых,mincult,55.6198,40.6579
7736,Музей писателя А.П. Бибика,mincult,44.2098,43.1262
7735,Дом-музей П. П. Чистякова,mincult,59.7131,30.4262
7734,Музей-библиотека д. Вата,mincult,61.091,75.8215
7733,Галерея современного искусства «МАрт»,mincult,59.9258,30.3514
7732,Костромской государственный историко-архитектурный и художественный музей-заповедник,mincult,57.7699,40.9305
7731,Курский областной краеведческий музей,mincult,51.7277,36.1916
7730,Дом П.В. Кузнецова,mincult,51.5339,46.0483
7729,Краеведческий музей города Великие Луки,mincult,56.3453,30.5073
7728,Музей истории фотографии,mincult,59.9712,30.3137
7725,Хайбуллинский историко-краеведческий музей,mincult,51.8607,58.217
7724,Музей казачества хуторского казачьего общества «Северо-западный курень» ,mincult,45.0672,38.9299
7722,Музей историко-культурного наследия г. Тольятти,mincult,53.5176,49.4043
7721,Дебёсский музей истории Сибирского тракта,mincult,57.6477,53.8225
7719,Музей традиционной народной культуры,mincult,60.4996,43.5757
7717,Государственный музей К.А. Федина,mincult,51.5264,46.0455
7716,Музей Е. А. Боратынского,mincult,55.7939,49.1354
7714,Монастырщинский историко-краеведческий музей,mincult,54.3509,31.836
7713,Архитектурно-этнографический музей «Хохловка»,mincult,58.2609,56.2518
7712,Мемориальный комплекс «Катынь»,mincult,54.7736,31.7896
7708,Музей имени Н. К. Рериха,commercial,55.7467,37.6033
7698,Музей «Археология Симбирского края»,mincult,54.3116,48.3863
7692,Лекционно-выставочный комплекс музея-заповедника «Кижи»,mincult,61.7968,34.3695
7691,Музей «Метеорологическая станция Симбирска. Планетарий»,mincult,54.3116,48.3863
7690,Республиканский музей боевой славы,mincult,54.8217,56.0571
7689,Мемориальный музей-квартира С. М. Кирова,mincult,43.0312,44.6812
7687,Музей археологии и этнографии Сибири,mincult,56.4695,84.9475
7686,Ципьинский краеведческий музей «Дружба народов»,mincult,56.5253,50.2996
7685,Выставочный зал Чердынского краеведческого музея им. А.С. Пушкина,mincult,60.4022,56.4795
7684,Музейный комплекс воинской славы омичей,mincult,54.9844,73.3662
7681,Уфалейский городской историко-краеведческий музей,mincult,56.0533,60.2237
7679,Подпорожский краеведческий музей,mincult,60.9111,34.1783
7678,Выставочный комплекс «Вологда на рубеже XIX–XX веков»,mincult,59.2172,39.8946
7677,Здвинский районный краеведческий музей,mincult,54.6997,78.655
7676,Кизнерский краеведческий музей,mincult,56.2862,51.507
7674,Харовский историко-художественный музей,mincult,59.9511,40.2086
7673,Ермаковский отдел Тарского историко-краеведческого музея,mincult,57.0411,74.7243
7672,Музей истории Лесозаводска,mincult,45.4617,133.3972
7670,Музей истории Мотовилихинских заводов,mincult,58.0357,56.31
7669,Красногвардейский историко-краеведческий музей (Ставропольский край),mincult,45.8436,41.5151
7668,Отдел истории казачества,mincult,45.2774,37.3718
7666,Краеведческий музей г. Ломоносова,mincult,59.9139,29.7727
7665,Усть-Кубинский районный историко-этнографический музей,mincult,59.6327,39.7226
7664,Летний дворец Петра I,mincult,59.9472,30.3361
7663,Картинная галерея пейзажей П.М. Гречишкина,mincult,45.0409,41.9614
7662,Себежский краеведческий музей,mincult,56.2772,28.492
7660,Музей Н. К. Рериха,mincult,55.0228,82.9201
7659,Слободо-Туринский историко-краеведческий музей,mincult,57.6181,64.3875
7658,Русский музей фотографии,mincult,56.3239,44.0034
7657,Очерский краеведческий музей им. А. В. Нецветаева,mincult,57.8822,54.7146
7655,Бабаевский краеведческий музей им. М. В. Горбуновой,mincult,59.3887,35.9443
7654,Дом-музей им. С.М. Буденного,mincult,46.9324,41.5617
7652,Новоузенский краеведческий музей,mincult,50.461,48.1409
7651,Любинский районный историко-краеведческий музей им. И. С. Коровкина,mincult,55.1563,72.6929
7650,Музей «Градостроительство и быт Таганрога»,mincult,47.2186,38.921
7649,Национальный художественный музей Республики Саха (Якутия),mincult,62.0258,129.7321
7648,Дом-музей Я. М. Свердлова,mincult,58.7884,86.6238
7647,Музей К. Э. Циолковского,mincult,54.5494,40.8537
7646,Екатерининский историко-краеведческий музей,mincult,56.8816,74.5833
7645,Вольский краеведческий музей,mincult,52.0411,47.3928
7643,Музейно-культурный центр г. Нягани,mincult,62.1474,65.4335
7642,Мемориальный музей «Дорога жизни»,mincult,60.1264,31.066
7641,Армавирский краеведческий музей,mincult,44.9943,41.1382
7640,Усть-Калманский районный историко-краеведческий музей,mincult,52.1187,83.3014
7639,Верхнеуслонский краеведческий музей,mincult,55.7761,48.9857
7638,"Природный, архитектурно-археологический музей-заповедник «Дивногорье»",mincult,50.959,39.3023
7637,Первый музей славянской мифологии,mincult,56.4888,84.954
7636,Курский государственный областной музей археологии,mincult,51.7205,36.1859
7634,Мамонтовский районный краеведческий музей,mincult,52.7044,81.6261
7633,Дом-музей им. И. А. Флерова,mincult,52.4563,39.6472
7632,Краеведческий музей г. Грязовца,mincult,58.8811,40.2553
7631,Музей истории ИрГТУ,mincult,52.2627,104.2623
7630,Унечская картинная галерея,mincult,52.8449,32.6818
7628,Кадуйский районный краеведческий музей им. А.Г. Юкова,mincult,59.1975,37.1525
7626,Ольский краеведческий музей,mincult,59.582,151.2965
7625,Музейно-выставочный центр Приморского музея на Петра Великого,mincult,43.1163,131.8821
7624,Мемориальный музей «Дорога Победы»,mincult,59.9614,31.0291
7623,Музей истории народного образования Усть-Вымского района,mincult,62.1195,49.6874
7622,Бикинский краеведческий музей,mincult,46.8136,134.2597
7621,Минусинский музей им. Н. М. Мартьянова,mincult,53.7097,91.6894
7620,Новочеркасский музей истории донского казачества,mincult,47.4124,40.1043
7619,Данковский краеведческий музей,mincult,53.244,39.1412
7618,Ермекеевский историко-краеведческий музей,mincult,54.0718,53.6761
7617,Нижегородский государственный художественный музей,mincult,56.3295,44.0064
7616,Галерея «С.П.А.С.»,mincult,59.9314,30.3062
7615,Иркутский областной краеведческий музей,mincult,52.2818,104.2842
7614,Музей истории камнерезного и ювелирного искусства,mincult,56.8391,60.607
7612,Дом-музей Кузебая Герда,mincult,56.7693,52.0806
7607,Бакчарский краеведческий музей северного садоводства,mincult,57.0157,82.0625
7606,Отрадненский историко-археологический музей,mincult,44.3982,41.5221
7605,Районный исторический музей Верхнекамского района,mincult,59.3366,52.2603
7603,Историко-мемориальный музей «Смольный»,mincult,59.9477,30.3954
7602,Литературно-мемориальный дом-музей Ал. Алтаева,mincult,58.5453,28.7257
7600,Сольвычегодский историко-художественный музей,mincult,61.3301,46.9291
7597,Дом-музей И. С. Соколова-Микитова,mincult,54.7383,34.0584
7595,Музей боевого и трудового подвига 1941–1945 гг.,mincult,54.1805,45.1841
7594,Медвенский районный краеведческий музей им. Самоквасова,mincult,51.4176,36.1095
7593,Краеведческий музей в г. Верхотурье,mincult,58.864,60.8049
7592,Сибирский зоологический музей института систематики и экологии животных СО РАН,mincult,55.0373,82.9212
7589,Костомукшский городской музей,mincult,64.5887,30.6074
7587,Музей истории и культуры Среднего Прикамья,mincult,56.4753,53.7982
7586,Курумканский краеведческий музей,mincult,54.3229,110.3049
7585,Динской районный историко-краеведческий музей,mincult,45.2038,39.2288
7582,Черемшанский мемориальный центр,mincult,54.6546,51.5017
7581,Курганский областной краеведческий музей,mincult,55.4405,65.3374
7580,Музей истории просвещения Коми края Сыктывкарского государственного университета,mincult,61.6653,50.8134
7579,Историко-краеведческий музей пос. Лиман,mincult,45.7817,47.2235
7578,Музей истории крестьянского быта села Красного,mincult,54.6044,85.3868
7577,Картинная галерея им. В.В. Тихонова,mincult,51.5278,81.2196
7576,Дзержинский краеведческий музей,mincult,56.2405,43.467
7575,Музей-филиал имени Сафьяновых в г. Туране,mincult,52.1442,93.9208
7574,Медвежьегорский районный музей,mincult,62.9159,34.4721
7573,Центральный музей почвоведения им. В.В. Докучаева Российской сельскохозяйственной академии,mincult,59.9437,30.3012
7572,Государственный природный биосферный заповедник «Байкальский»,mincult,51.5462,105.1181
7571,Ворошиловский краеведческий музей имени И.И. Смирнова,mincult,56.9685,32.2306
7570,Тавдинский музей лесной и деревообрабатывающей промышленности,mincult,58.0445,65.2724
7569,Краеведческий музей Шегарского района,mincult,56.553,84.0897
7568,Выставочный центр «Ленэкспо»,mincult,59.9318,30.235
7567,Государственный историко-культурный музей-заповедник «Ленино-Кокушкино»,mincult,55.8245,49.6983
7566,Чермозский историко-краеведческий музей,mincult,58.777,56.1498
7565,Воронежский областной литературный музей им. И. С. Никитина,mincult,51.6585,39.2031
7563,Музейно-выставочный центр «Петербургский художник»,mincult,59.9277,30.2949
7562,Кильмезский краеведческий музей,mincult,56.9444,51.0627
7561,Зоологический музей Томского государственного университета,mincult,56.4695,84.9475
7557,"Государственный Русский музей, Строгановский дворец",mincult,59.9358,30.3208
7556,Государственный литературно-мемориальный музей Н.А. Добролюбова,mincult,56.3225,43.9984
7555,Литературно-театральный музей имени Н.М. Дьяконова,mincult,61.7875,50.7499
7554,Тверской городской музейно-выставочный центр,mincult,56.858,35.9206
7552,Дом-музей Г.В. Чичерина,mincult,52.7152,41.4607
7551,Музей А. Д. Сахарова,mincult,56.2324,43.9505
7549,Музей-заповедник писателя С. Т. Аксакова,mincult,53.8634,52.6353
7548,Кировский областной краеведческий музей,mincult,58.602,49.6824
7547,Самарский литературно-мемориальный музей им. М. Горького,mincult,53.1936,50.0959
7546,Музей-усадьба А. М. Герасимова в Мичуринске,mincult,52.8846,40.5072
7545,Музей истории города Советска,mincult,55.0391,22.0273
7544,Дом-музей В. А. Чивилихина,mincult,56.2121,87.7514
7543,Вятский художественный музей им. В. М. и А. М. Васнецовых,mincult,58.6023,49.669
7542,Музей братьев Ткачевых,mincult,53.3061,34.3141
7541,Музей-квартира Л. Лапцуя,mincult,66.5267,66.6367
7540,Тольяттинский художественный музей,mincult,53.5024,49.4204
7539,Хангаласский краеведческий музей им. Г.В. Ксенофонтова,mincult,61.4794,129.1425
7537,Республиканский музей изобразительных искусств,mincult,56.6302,47.895
7536,Краснозерский художественно-краеведческий музей,mincult,53.9819,79.2411
7534,Музей байкальской фауны им. М. М. Кожова при ИГУ,mincult,52.2886,104.2826
7532,Историко-краеведческий музей г. Усинска,mincult,65.9948,57.562
7531,Муниципальная художественная галерея г. Костромы,mincult,57.7719,40.9406
7528,Районный краеведческий музей Эльбрусского муниципального района,mincult,43.3956,42.9243
7527,Музей истории земледелия Якутии им. И.Я. Строда,mincult,60.371,120.4274
7525,Мысковский историко-этнографический музей,mincult,53.7169,87.7995
7522,Музей «Судьба солдата»,mincult,55.1091,36.5855
7521,Музей криминалистики Алтайского государственного университета,mincult,53.348,83.768
7519,Музей Кондопожского края,mincult,62.2035,34.2647
7518,Объединенный музей писателей Урала,mincult,56.8435,60.6076
7516,Национальный музей Республики Бурятия,mincult,51.832,107.5883
7515,Хиславичский краеведческий музей,mincult,54.1842,32.1555
7514,Музейно-выставочный центр г. Дальнегорска Приморского края,mincult,44.5493,135.5627
7513,Музейно-выставочный центр г. Назарово Красноярского края,mincult,56.015,90.4183
7512,Ашинский городской музей природы,mincult,54.9918,57.2771
7511,Мемориальный дом-музей А.Э. Тюлькина,mincult,54.7147,55.9454
7510,Музей истории Усольского края им. И. Н. Ульянова,mincult,53.3836,49.0687
7508,Музей псковских железнодорожников,mincult,57.8043,28.3594
7507,Музей Русского Патриаршества (филиал НГИАМЗ в Арзамасе),mincult,55.3863,43.8154
7506,Нефтекамская картинная галерея «Мирас»,mincult,56.1051,54.2266
7505,Музей истории г. Партизанска,mincult,43.1161,133.1211
7504,Фроловский городской краеведческий музей,mincult,49.7636,43.6522
7503,Музей иконы,mincult,56.8029,41.8531
7502,Историко-краеведческий музей Артемовского городского округа,mincult,57.3513,61.8623
7500,Музей прикладного искусства Художественно-промышленной академии им. А. Л. Штиглица,mincult,59.9433,30.3407
7499,Музей Велимира Хлебникова,mincult,58.2394,32.5021
7497,Промышленновский районный историко-краеведческий музей,mincult,54.9108,85.6368
7496,Боковский районный краеведческий музей,mincult,49.2293,41.8372
7495,Омский областной музей изобразительных искусств им. М.А. Врубеля,mincult,54.9804,73.3785
7494,Заводоуковский краеведческий музей,mincult,56.5121,66.5371
7493,Музей мордовской народной культуры,mincult,54.1806,45.193
7491,Музей «Дом Бурганова»,mincult,55.7465,37.5972
7490,Минусинская художественная картинная галерея,mincult,53.7102,91.6892
7489,Дальневосточный художественный музей,mincult,48.473,135.0524
7488,Музей кошек «Мурариум»,mincult,54.9598,20.4824
7487,Здание бывших Торговых рядов и Выставочный зал ВИЭМ,mincult,57.0408,34.96
7486,Ангарский музей минералов,mincult,52.5423,103.8851
7485,Детский археолого-краеведческий музей «Мастерская предков»,mincult,54.9312,82.9097
7484,Дивногорский художественный музей,mincult,55.9585,92.3834
7483,Тасеевский краеведческий музей,mincult,57.2145,94.8924
7482,Музей И.В. Бабушкина,mincult,51.7158,105.8657
7481,Выставочный зал Дома ученых Сибирского отделения РАН,mincult,54.8358,83.1014
7479,Усть-Пристанский районный краеведческий музей,mincult,52.393,83.6634
7478,Культурно-выставочный центр «Радуга»,mincult,53.2053,50.1441
7477,Выставочный центр «Галерея»,mincult,56.8519,53.2059
7476,Дом-музей И. В. Мичурина в Мичуринске,mincult,52.8695,40.4771
7475,Борисоглебский историко-художественный музей,mincult,51.3675,42.0654
7474,Мемориальный музей Ю.В. Кондратюка (А.И. Шаргея),mincult,46.2813,39.7943
7473,Музей-усадьба художника-академиста В. И. Смирнова с мемориалом К. Л. Хетагурова,mincult,45.0452,41.9762
7472,Галерея Kasugai,mincult,59.9425,30.349
7470,Выставочный зал «Ижад»,mincult,54.8186,56.0685
7468,Музей современного искусства Еврейской автономной области,mincult,48.7895,132.9311
7467,Историко-краеведческий музей Тисульского района,mincult,55.7643,88.3181
7466,Нижегородский государственный выставочный комплекс,mincult,56.3257,44.0051
7465,Нижегородский государственный историко-архитектурный музей-заповедник,mincult,56.3293,44.016
7464,Галерея Anna Nova,mincult,59.9361,30.3594
7463,Ханты-Мансийский этнографический музей-заповедник,mincult,61.0002,69.0002
7462,Сибайский историко-краеведческий музей,mincult,52.7196,58.6575
7461,Мемориальный музей-квартира В. А. Козина,mincult,59.5652,150.8008
7459,Музей Южно-Сахалинской наступательной операции,mincult,49.7413,142.8349
7457,Вилегодский районный краеведческий музей,mincult,61.1224,47.9626
7455,Историко-этнографический музей «Золотой ручей»,mincult,61.8583,34.3894
7454,Музей истории Аничкова дворца ГОУ «Санкт-Петербургский Дворец творчества юных»,mincult,59.933,30.3398
7453,Музей истории Обуховского завода,mincult,59.8632,30.4759
7452,Краеведческий музей г. Канаш,mincult,55.5122,47.4782
7451,Урюпинский художественно-краеведческий музей,mincult,50.7949,41.9964
7449,Музей истории и археологии г. Надыма,mincult,65.5306,72.5167
7448,Историко-краведческий музей «Самарская Лука»,mincult,53.4042,49.4943
7446,"Музей геологии, нефти и газа",mincult,61.0026,69.0281
7445,Историко-культурный и природный музей-заповедник «Томская Писаница»,mincult,55.6613,85.6302
7444,Литературно-мемориальный музей имени Василия Дмитриевича Федорова,mincult,56.2917,86.3935
7442,Ливенский краеведческий музей,mincult,52.4231,37.6067
7441,Заларинский районный краеведческий музей,mincult,53.5521,102.4993
7440,Музей народных промыслов и ремесел Приморья,mincult,64.4773,40.848
7438,Зуевский районный историко-краеведческий музей,mincult,58.4044,51.1429
7436,Верховажский районный исторический музей,mincult,60.7418,42.0481
7435,Краеведческий музей г. Покров,mincult,55.9179,39.1781
7434,Дом-музей Т. Г. Соломахи,mincult,44.5137,41.4473
7433,Музей военного костюма,mincult,59.9335,30.3668
7432,Галерея современного искусства «Стерх»,mincult,61.2582,73.3751
7431,Холмогорский районный краеведческий музей,mincult,64.231,41.6501
7429,Юсьвинский муниципальный этнографический музей,mincult,58.9661,54.9509
7428,Краеведческий музей городского округа Сызрань,mincult,53.1485,48.4562
7427,Музей истории полярных олимпиад,mincult,68.9597,33.0814
7426,Музей «Литература. Искусство. Век ХХ»,mincult,59.2123,39.893
7425,Златоустовский городской краеведческий музей,mincult,55.1725,59.6705
7424,Большемурашкинский историко-художественный музей,mincult,55.7803,44.7732
7423,Планетарий общества «Знание» Санкт-Петербурга и Ленинградской области,mincult,59.9561,30.3157
7422,Краеведческий музей г. Юрги,mincult,55.717,84.9389
7421,Музей истории и этнографии российских немцев,mincult,55.0334,82.9337
7420,ГАУК ТО «Ялуторовский музейный комплекс»,mincult,56.6486,66.3113
7419,Богучарский государственный историко-краеведческий музей,othergov,49.9386,40.5629
7418,Фотографический музей «Дом Метенкова»,mincult,56.8419,60.611
7416,Музей истории и боевой славы Омского высшего общевойскового командного училища им. М.В. Фрунзе,mincult,54.9775,73.3776
7415,Елабужский государственный историко-архитектурный и художественный музей-заповедник,mincult,55.7565,52.0541
7414,Мордовский республиканский музей изобразительных искусств имени С. Д. Эрьзи,mincult,54.1852,45.1798
7413,Музей морского флота Дальневосточного морского пароходства,mincult,43.1053,131.8748
7412,Музей «Почтовое дело Симбирска-Ульяновска»,mincult,54.3123,48.3788
7411,Дом-музей академика Н.В. Мельникова,mincult,56.4755,53.7981
7410,Джейрахско-Ассинский государственный историко-архитектурный и природный музей-заповедник,mincult,42.8241,44.6745
7408,Добрянский историко-краеведческий музей,mincult,58.4593,56.4172
7407,Зырянский музей истории народов Севера Якутии,mincult,65.734,150.8958
7406,Ишимский историко-краеведческий музей,mincult,56.1091,69.4519
7405,Мемориал жертв политических репрессий (1944-1957 гг.),mincult,43.4544,43.58
7403,Музей истории Иркутского государственного лингвистического университета,mincult,52.2887,104.2782
7402,Историко-технический музей развития высокочастотного и ультразвукового оборудования ВНИИТВЧ им. В.П. Вологдина,mincult,60.0774,30.299
7401,Музей-квартира А. А. Шогенцукова,mincult,43.4849,43.6049
7397,Калининградский областной историко-художественный музей,mincult,54.7138,20.5182
7396,Хвалынский краеведческий музей,mincult,52.4932,48.105
7395,Государственный мемориальный музей А.В. Суворова,mincult,59.9433,30.3766
7391,Вожегодский районный краеведческий музей,mincult,60.4741,40.2074
7390,Дом-музей И.Д. Василенко,mincult,47.2097,38.9255
7389,Стерлитамакский историко-краеведческий музей,mincult,53.6171,55.9646
7388,Региональный музейно-туристический центр Северного Приладожья,mincult,61.7008,30.682
7387,Красноармейский краеведческий музей,mincult,51.0275,45.6981
7386,Музей истории Омского кино,mincult,54.9899,73.4472
7385,Болховский краеведческий музей,mincult,53.4494,36.0054
7384,Тобольский историко-архитектурный музей-заповедник,mincult,58.1992,68.2484
7383,Котласский краеведческий музей,mincult,61.2247,46.6269
7382,Угранский районный исторический музей,mincult,54.7827,34.3254
